,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR,Clue
3281,pompelmi rossi,1,1,0,0,pompelmi
347,pompelmo,12,12,0,0,pompelmo
3319,pompelmo giallo,1,1,0,0,pompelmo
1154,pompelmo rosa,10,10,0,0,pompelmo rosa
1310,pompia,1,1,0,0,pompia
3166,poolish,1,1,0,0,poolish
3205,pop corn,1,1,0,0,popone retato
2280,popone retato,3,3,0,0,popone retato
3475,popone retato mantovano,1,1,0,0,popone retato
56,porchetta,3,2,1,0,porchetta
579,porcini,16,15,0,1,porcini
304,porcini secchi,3,3,0,0,porcini
1807,porcini sott'olio,1,1,0,0,porcini
2526,porcino,3,3,0,0,porcini
355,porri,195,46,147,2,porri
273,porro,103,91,0,12,porro
1569,porto,18,14,4,0,porto
2076,porto bianco,2,2,0,0,porto
1889,porto dolce,1,1,0,0,porto
538,porto rosso,2,2,0,0,porto
2048,porto ruby,1,1,0,0,porto
3453,porto secco,1,1,0,0,porto
3302,pralinato di nocciole,1,1,0,0,pralinato di nocciole
2761,praline al cioccolato,1,1,0,0,praline al cioccolato
2423,preboggion,2,2,0,0,preboggion
4481,preparato,3,0,3,0,preparato
2424,prescinseua,2,1,0,1,prescinseua
80,prezzemolo,1668,875,560,233,prezzemolo
597,primo sale,3,3,0,0,sale
4309,primosale,12,0,11,1,primosale
4812,prociutto,1,0,0,1,prociutto
980,prosciutto,17,8,4,5,prosciutto
1095,prosciutto affumicato,2,2,0,0,prosciutto
100,prosciutto cotto,303,163,125,15,prosciutto cotto
1079,prosciutto cotto affumicato,2,2,0,0,prosciutto
4441,prosciutto cotto alle erbe,2,0,2,0,prosciutto
2156,prosciutto cotto di praga,3,1,2,0,prosciutto
1289,prosciutto cotto magro,6,6,0,0,prosciutto cotto magro
242,prosciutto crudo,163,91,52,20,prosciutto crudo
183,prosciutto crudo di parma,2,2,0,0,prosciutto
1985,prosciutto crudo dolce,6,5,0,1,prosciutto crudo dolce
3503,prosciutto crudo magro,1,1,0,0,prosciutto
1567,prosciutto crudo stagionato,1,1,0,0,prosciutto
1050,prosciutto crudo toscano,1,1,0,0,prosciutto
986,prosciutto di maiale,1,1,0,0,prosciutto
1001,prosciutto di parma,5,4,0,1,prosciutto
3274,prosciutto di parma dolce,1,1,0,0,prosciutto
935,prosciutto di praga,7,6,0,1,prosciutto di praga
3467,prosciutto dolce,1,1,0,0,prosciutto
3542,prosciutto san daniele,2,1,0,1,prosciutto
1838,prosecco,10,4,6,0,prosecco
3440,prosecco brut,1,1,0,0,prosecco
1941,provatura,2,2,0,0,provatura
180,provola,55,19,34,2,provola
130,provola affumicata,31,17,14,0,provola affumicata
4028,provola di bufala,1,1,0,0,provola
3687,provola dolce,1,1,0,0,provola
3751,provola fresca affumicata,1,1,0,0,provola
2334,provola silana,3,3,0,0,provola
3569,provolina,1,1,0,0,provolina
706,provolone,20,8,12,0,provolone
1713,provolone del monaco,1,1,0,0,provolone
1595,provolone dolce,6,6,0,0,provolone dolce
1564,provolone piccante,8,5,3,0,provolone piccante
3323,provolone stagionato,1,1,0,0,provolone
1738,prugna,1,1,0,0,prugne
890,prugne,24,16,8,0,prugne
2572,prugne d'agen,2,2,0,0,prugne
4461,prugne disidratate,3,0,3,0,prugne
1883,prugne gialle,1,1,0,0,prugne
4204,prugne nere,1,1,0,0,prugne
1882,prugne regina claudia,1,1,0,0,prugne
1034,prugne rosse,3,3,0,0,prugne
357,prugne secche,24,20,4,0,prugne secche
1491,prugne secche snocciolate,5,5,0,0,prugne
3007,prugne selvatiche,1,1,0,0,prugne
2291,prugne snocciolate,2,2,0,0,prugne
3000,prugne spiccagnole,1,1,0,0,prugne
4656,puccia salentina,1,0,1,0,puccia salentina
4817,punta di vitella,1,0,0,1,puntarelle
4902,punta di vitello,1,0,0,1,puntarelle
1618,puntarelle,7,3,3,1,puntarelle
3267,punte d'asparagi,1,1,0,0,punte d'asparagi
4904,puntine di maiale,1,0,0,1,puntine di maiale
4095,purea di banane,1,1,0,0,purea di banane
2092,purea di mandorle,1,1,0,0,purea di mandorle
3847,purea di mele,1,1,0,0,purea di mele
3276,purea di piselli,1,1,0,0,purea di piselli
3451,purea di sedano,1,1,0,0,purea di sedano
507,purea di tartufo nero,1,1,0,0,purea di tartufo nero
4772,purè di castagne,1,0,0,1,purè di castagne
3581,purè di marroni,1,1,0,0,purè di marroni
2959,purè di pomodoro,1,1,0,0,purè di pomodoro
2985,pâté di foie gras,3,3,0,0,pâté di foie gras
2902,pâté di olive nere,1,1,0,0,pâté di foie gras
2209,pâté di olive verdi,1,1,0,0,pâté di foie gras
1148,quaglie,9,9,0,0,quaglie
614,quartirolo,3,3,0,0,quartirolo
4261,quartirolo lombardo,2,0,2,0,quartirolo
3711,quartirolo stagionato,1,1,0,0,quartirolo
361,quinoa,23,12,11,0,quinoa
2797,quinoa bianca,2,2,0,0,quinoa
2495,quinoa soffiata,2,2,0,0,quinoa
1392,quinoa tricolore,3,3,0,0,quinoa
736,rabarbaro,16,12,4,0,rabarbaro
4011,radeselo di maiale,1,1,0,0,radeselo di maiale
4622,radiatori,1,0,1,0,radiatori
2436,radicchi rossi,1,1,0,0,radicchio
281,radicchietto,1,1,0,0,radicchietto
4035,radicchietto trevigiano,1,1,0,0,radicchietto trevigiano
593,radicchio,66,14,47,5,radicchio
1824,radicchio di castelfranco,1,1,0,0,radicchio
2748,radicchio di chioggia,4,4,0,0,radicchio
473,radicchio di treviso,13,13,0,0,radicchio di treviso
3023,radicchio di treviso igp,1,1,0,0,radicchio
1610,radicchio di verona,2,2,0,0,radicchio
2989,radicchio igp,1,1,0,0,radicchio
3720,radicchio invernale,1,1,0,0,radicchio
2018,radicchio lungo,1,1,0,0,radicchio
451,radicchio rosso,17,17,0,0,radicchio rosso
3774,radicchio rosso chioggiotto,1,1,0,0,radicchio
4162,radicchio rosso di chioggia,1,1,0,0,radicchio
2097,radicchio rosso di treviso,6,6,0,0,radicchio rosso di treviso
2852,radicchio rosso di treviso precoce,1,1,0,0,radicchio
4208,radicchio rosso di treviso spadone,1,1,0,0,radicchio
2654,radicchio rosso di verona,1,1,0,0,radicchio
2109,radicchio rosso lungo,1,1,0,0,radicchio
2781,radicchio rosso precoce,1,1,0,0,radicchio
3373,radicchio rosso trevisano,2,2,0,0,radicchio
2237,radicchio trevigiano,1,1,0,0,radicchio
2816,radicchio variegato di castelfranco,1,1,0,0,radicchio
3631,radice di liquirizia,1,1,0,0,radice di zenzero
3151,radice di rafano,2,2,0,0,radice di zenzero
403,radice di zenzero,18,18,0,0,radice di zenzero
1258,radice fresca di zenzero,2,2,0,0,radice di zenzero
1661,rafano,11,11,0,0,rafano
3320,ragusano,1,1,0,0,ragusano
2527,ragusano stagionato,1,1,0,0,ragusano stagionato
2805,ragù,2,2,0,0,ragù
539,ragù tradizionale,1,1,0,0,ragù tradizionale
1879,rana,3,3,0,0,rana pescatrice
4406,rana pescatrice,9,0,9,0,rana pescatrice
3762,rane,3,3,0,0,rane
955,rapa,11,11,0,0,rapa
4019,rapa bianca,1,1,0,0,rapa
825,rape,16,12,1,3,rape
2875,rape bianche,3,3,0,0,rape
3521,rape rosse,4,4,0,0,rape
4109,rape rosse cotte,1,1,0,0,rape
3695,ras hanut,1,1,0,0,raspadura
4420,raspadura,5,0,5,0,raspadura
950,ravanelli,50,34,16,0,ravanelli
3222,ravanelli rosa,1,1,0,0,ravanelli
2780,ravanello,1,1,0,0,ravanelli
4097,raviolini,1,1,0,0,raviolini
3532,razza,2,2,0,0,razza
4789,razze,1,0,0,1,razze
4723,reblochon,2,0,2,0,reblochon
3202,reggiano,1,1,0,0,reggiano
2372,reginelle,2,2,0,0,reginelle
2482,reginette,9,4,5,0,reginette
3551,renette,1,1,0,0,renette
3486,rhum,1,1,0,0,rhum
1221,ribes,53,17,34,2,ribes
3214,ribes bianchi,1,1,0,0,ribes
2382,ribes misto,1,1,0,0,ribes
3565,ribes rossi,1,1,0,0,ribes
386,ribes rosso,29,13,16,0,ribes rosso
3543,ricci,1,1,0,0,ricci di mare
2388,ricci di mare,6,1,5,0,ricci di mare
3745,riccio,1,1,0,0,ricci di mare
1741,ricciola,6,1,5,0,ricciola
19,ricotta,245,193,28,24,ricotta
3654,ricotta acida,1,1,0,0,ricotta
2101,ricotta affumicata,7,3,2,2,ricotta affumicata
1689,ricotta affumicata di bufala,4,4,0,0,ricotta
926,ricotta asciutta,6,6,0,0,ricotta asciutta
1576,ricotta asciutta di capra,1,1,0,0,ricotta
1722,ricotta cremosa,1,1,0,0,ricotta
1568,ricotta di bufala,17,2,13,2,ricotta di bufala
406,ricotta di capra,5,3,2,0,ricotta
4855,ricotta di malga,1,0,0,1,ricotta
1737,ricotta di mucca,4,4,0,0,ricotta
992,ricotta di pecora,63,25,32,6,ricotta di pecora
941,ricotta di vacca,4,4,0,0,ricotta
570,ricotta dura salata,2,2,0,0,ricotta
391,ricotta fresca,21,20,0,1,ricotta fresca
1411,ricotta fresca vaccina,1,1,0,0,ricotta
4624,ricotta mista,1,0,1,0,ricotta
3925,ricotta mustia,1,1,0,0,ricotta
1818,ricotta piemontese,2,2,0,0,ricotta
1111,ricotta romana,17,17,0,0,ricotta romana
135,ricotta salata,36,7,24,5,ricotta salata
1793,ricotta salata dura,1,1,0,0,ricotta
4111,ricotta salata secca,1,1,0,0,ricotta
3718,ricotta secca,1,1,0,0,ricotta
162,ricotta vaccina,258,33,225,0,ricotta vaccina
2932,ricotta vaccina asciutta,3,3,0,0,ricotta
3243,ricotta vaccina cremosa,1,1,0,0,ricotta
2240,ricotta vaccina fresca,1,1,0,0,ricotta
811,ricotta vaccina setacciata,2,2,0,0,ricotta
3180,ricottina di capra,1,1,0,0,ricottina di capra
1112,rigaglie di pollo,7,3,0,4,rigaglie di pollo
4214,rigatino,1,1,0,0,rigatino
408,rigatino toscano,1,1,0,0,rigatino toscano
455,rigatoni,50,28,21,1,rigatoni
2346,rigatoni integrali,5,5,0,0,rigatoni
1485,rimacinata di semola,1,1,0,0,rimacinata di semola
294,riso,236,189,22,25,riso
306,riso arborio,36,21,14,1,riso arborio
770,riso basmati,42,19,23,0,riso basmati
2720,riso bianco arborio,1,1,0,0,riso
4602,riso bomba,1,0,1,0,riso
4827,riso carnairoli,1,0,0,1,riso
123,riso carnaroli,225,90,134,1,riso carnaroli
3106,riso carnaroli acquerello,1,1,0,0,riso
3953,riso carnaroli delta,1,1,0,0,riso
3988,riso carnaroli fine,1,1,0,0,riso
3806,riso carnaroli pila vecia,1,1,0,0,riso
2345,riso cotto,4,4,0,0,riso
4542,riso di semola,1,0,1,0,riso
877,riso di tipo baldo,1,1,0,0,riso
4054,riso francese rosso,1,1,0,0,riso
1910,riso giapponese,2,2,0,0,riso
3660,riso integrale,8,2,2,4,riso
977,riso integrale salate,1,1,0,0,riso
3863,riso long & wild,1,1,0,0,riso
3176,riso lungo,1,1,0,0,riso
3730,riso maremmano di serrata,1,1,0,0,riso
4328,riso nero venere,10,0,10,0,riso nero venere
1881,riso originario,5,5,0,0,riso
959,riso parboiled,7,7,0,0,riso parboiled
3691,riso patna,2,2,0,0,riso
4518,riso pilaf,1,0,1,0,riso
4444,riso ribe,2,0,2,0,riso
1253,riso roma,3,2,1,0,riso
4061,riso rosa marchetti,1,1,0,0,riso
3634,riso rosso,5,1,4,0,riso
4053,riso selvaggio,1,1,0,0,riso
4004,riso semifino,1,1,0,0,riso
1369,riso soffiato,10,5,5,0,riso soffiato
3896,riso soffiato al lampone,1,1,0,0,riso
3895,riso soffiato al wasabi,1,1,0,0,riso
3845,riso thai,1,1,0,0,riso
2730,riso tipo carnaroli,3,3,0,0,riso
1976,riso tipo venere,1,1,0,0,riso
1534,riso venere,6,6,0,0,riso venere
1505,riso vialone,4,3,0,1,riso
1623,riso vialone nano,30,12,17,1,riso vialone nano
975,risotto,2,2,0,0,risotto allo zafferano
1667,risotto ai funghi,1,1,0,0,risotto allo zafferano
4467,risotto alla parmigiana,1,0,1,0,risotto allo zafferano
2006,risotto allo zafferano,5,2,3,0,risotto allo zafferano
1716,roastbeef,2,1,0,1,roastbeef
163,robiola,89,44,45,0,robiola
2075,robiola di capra,1,1,0,0,robiola
1918,robiola di roccaverano,1,1,0,0,robiola
1096,robiola fresca,2,2,0,0,robiola
4395,rocoto,1,0,1,0,rocoto
3773,rognoncini,3,3,0,0,rognoncini
1682,rombo,8,6,2,0,rombo
1318,roquefort,17,11,6,0,roquefort
3630,rosa,1,1,0,0,rosa
3286,rose,6,1,5,0,rose
4145,rose secche,1,1,0,0,rose
3842,rosette,1,1,0,0,rosette
53,rosmarino,847,334,455,58,rosmarino
3027,rosmarino secco,1,1,0,0,rosmarino
3329,rosolio di cannella,1,1,0,0,rosolio di cannella
4548,rossese di dolceacqua,1,0,1,0,rossese di dolceacqua
3980,rossetti,2,2,0,0,rossetti
4578,rotella di liquirizia,2,0,2,0,rotella di liquirizia
2905,roveja,1,1,0,0,roveja
974,ruchetta,3,3,0,0,ruchetta
210,rucola,128,56,64,8,rucola
2170,rughetta,2,2,0,0,rughetta
342,rum,196,137,44,15,rum
112,rum bianco,18,13,5,0,rum bianco
1990,rum scuro,4,4,0,0,rum
2395,ruote,7,7,0,0,ruote
3960,ruta,2,1,0,1,ruta
2855,rye whisky,1,1,0,0,rye whisky
3683,sacche di seppia,1,1,0,0,sacche di seppia
4147,sacchetti da freezer,1,1,0,0,sacchetti da freezer
2581,sago,1,1,0,0,sago
248,sago perlato,2,2,0,0,sago perlato
851,sake,6,4,2,0,sake
2402,sakè,4,4,0,0,sakè
2607,saké,1,1,0,0,saké
1441,salada,1,1,0,0,salada
179,salame,40,27,11,2,salame
3881,salame napoletano,8,1,7,0,salame napoletano
1121,salame napoli,2,2,0,0,salame
3261,salame piccante,6,1,5,0,salame piccante
2505,salame tipo napoli,1,1,0,0,salame
2839,salame tipo ungherese,1,1,0,0,salame
1002,salame toscano,1,1,0,0,salame
2228,salame ungherese,4,4,0,0,salame
3604,salamella,5,1,4,0,salamella
4910,salamin de verz,1,0,0,1,salamin de verz
3835,salamini salsiccia,1,1,0,0,salamini salsiccia
1648,salamino,5,1,0,4,salamino
2624,salamino piccante,2,2,0,0,salamino piccante
3416,salamino sotto strutto,1,1,0,0,salamino sotto strutto
3256,salatini,1,1,0,0,salatini
16,sale,5968,5147,115,706,sale
1723,sale affumicato,10,8,2,0,sale affumicato
4072,sale affumicato di danimarca,1,1,0,0,sale
2480,sale alle erbe,1,1,0,0,sale
2984,sale azzurro,1,1,0,0,sale
4361,sale dell'himalaya,2,0,2,0,sale
3487,sale di cervia,2,2,0,0,sale
3460,sale di cipro,1,1,0,0,sale
184,sale di maldon,22,12,10,0,sale di maldon
2898,sale di mulinello,1,1,0,0,sale
2998,sale di sicilia,1,1,0,0,sale
2298,sale dolce,1,1,0,0,sale
4010,sale dolce cervia,1,1,0,0,sale
381,sale fino,3447,60,3387,0,sale fino
3428,sale fiore,3,3,0,0,sale
3115,sale fiore di cervia,3,3,0,0,sale
4256,sale grosso,151,0,151,0,sale grosso
215,sale integrale,9,9,0,0,sale integrale
1246,sale integrale marino,1,1,0,0,sale
1387,sale iodato,11,11,0,0,sale iodato
369,sale maldon,21,21,0,0,sale maldon
2154,sale marino,3,3,0,0,sale
1197,sale marino fino,3,3,0,0,sale
1414,sale marino integrale,4,2,2,0,sale
3831,sale marino naturale,1,1,0,0,sale
1169,sale nero,4,4,0,0,sale
4149,sale nero affumicato,1,1,0,0,sale
2054,sale nero di cipro,2,2,0,0,sale
2743,sale pepe,3,2,0,1,sale
675,sale rosa,7,7,0,0,sale rosa
3092,sale rosso,1,1,0,0,sale
2939,sale rosso hawaii,3,3,0,0,sale
4887,saleorigano,1,0,0,1,saleorigano
731,salicornia,3,3,0,0,salicornia
67,salmone,65,42,23,0,salmone
164,salmone affumicato,115,58,57,0,salmone affumicato
1165,salmone al naturale,1,1,0,0,salmone
1554,salmone norvegese,10,10,0,0,salmone norvegese
1727,salmone norvegese affumicato,3,3,0,0,salmone
2916,salmone selvaggio affumicato,2,2,0,0,salmone
2375,salmone sott'olio,3,2,1,0,salmone
4125,salnitro,1,1,0,0,salnitro
1060,salsa,3,2,0,1,salsa di soia
2695,salsa al caramello,1,1,0,0,salsa
3089,salsa al passion,1,1,0,0,salsa
4562,salsa alle noci,1,0,1,0,salsa
3855,salsa aurora,2,2,0,0,salsa
4747,salsa barbecue,1,0,1,0,salsa
4080,salsa chirizu,1,1,0,0,salsa
4601,salsa cocktail,3,0,3,0,salsa cocktail
4841,salsa di noci,2,0,0,2,salsa
1755,salsa di pesce,2,2,0,0,salsa
2289,salsa di pomidoro,3,3,0,0,salsa di pomidoro
4538,salsa di pomodori messicana,1,0,1,0,salsa
289,salsa di pomodoro,83,63,0,20,salsa di pomodoro
929,salsa di pomodoro datterino,1,1,0,0,salsa
1809,salsa di rafano,3,3,0,0,salsa di rafano
2377,salsa di senape,2,2,0,0,salsa
937,salsa di soia,133,57,76,0,salsa di soia
1249,salsa di soia dolce,2,2,0,0,salsa
2136,salsa guacamole,1,1,0,0,salsa
3330,salsa ketchup,7,1,6,0,salsa ketchup
2187,salsa kimizu,1,1,0,0,salsa
3148,salsa nuoc mam,1,1,0,0,salsa
1136,salsa piccante,4,3,0,1,salsa piccante
2901,salsa pomodoro,1,1,0,0,salsa
4750,salsa rossa,1,0,1,0,salsa
3712,salsa rubra,3,3,0,0,salsa rubra
4311,salsa tabasco®,1,0,1,0,tabasco®
3103,salsa tartufata,1,1,0,0,salsa
2137,salsa teriyaki,3,1,2,0,salsa teriyaki
3824,salsa tonnata,1,1,0,0,salsa
3597,salsa tonné,1,1,0,0,salsa
3846,salsa vellutata,2,2,0,0,salsa
4749,salsa verde,1,0,1,0,salsa
315,salsa worcester,19,19,0,0,salsa worcester
3173,salsa worcestershire,9,1,8,0,salsa worcestershire
1462,salsa worchester,1,1,0,0,salsa
3195,salsa worchestershire,1,1,0,0,salsa
862,salsicce,21,10,0,11,salsicce
2915,salsicce al finocchietto,1,1,0,0,salsicce
3829,salsicce di carne,1,1,0,0,salsicce
2483,salsicce di prosciutto,1,1,0,0,salsicce
1521,salsicce piccanti,1,1,0,0,salsicce
1410,salsiccette,3,3,0,0,salsiccette
2038,salsiccette di carne,2,2,0,0,salsiccette
3918,salsiccette di maiale,1,1,0,0,salsiccette
132,salsiccia,170,60,102,8,salsiccia
4717,salsiccia di bra,1,0,1,0,salsiccia
2397,salsiccia di carne,2,2,0,0,salsiccia
2929,salsiccia di maiale,2,2,0,0,salsiccia
3058,salsiccia di maiale fresca,1,1,0,0,salsiccia
1401,salsiccia fresca,1,1,0,0,salsiccia
3340,salsiccia luganega,3,2,0,1,salsiccia
4804,salsiccia modenese,1,0,0,1,salsiccia
4117,salsiccia napoletana,1,1,0,0,salsiccia
1644,salsiccia piccante,2,1,0,1,salsiccia
3585,salsiccia saporita,1,1,0,0,salsiccia
4197,salsiccia sarda,5,1,0,4,salsiccia
293,salsiccia spellata,2,2,0,0,salsiccia
4852,salsiccia spessa,1,0,0,1,salsiccia
3414,salsicette di carne,1,1,0,0,salsicette di carne
4102,salsina di pomodoro,1,1,0,0,salsina di pomodoro
3899,salty fingers koppert cress,1,1,0,0,salty fingers koppert cress
4086,salumi,1,1,0,0,salumi
310,salvia,483,258,188,37,salvia
4174,sambuca,3,1,2,0,sambuca
4674,sambuco,1,0,1,0,sambuca
849,sansho,2,2,0,0,sansho
936,santoreggia,4,2,2,0,santoreggia
3130,sapa,5,5,0,0,sapa
3366,sarago,2,2,0,0,sarago
574,sarde,29,18,8,3,sarde
3381,sarde crude,1,1,0,0,sarde
3924,sarde grossine,1,1,0,0,sarde
4475,sarde sotto sale,1,0,1,0,sarde
4691,sardella,1,0,1,0,sardella
378,sardine,16,12,3,1,sardine
4185,sardine sott'olio,3,1,2,0,sardine
1264,sassolino,2,2,0,0,sassolino
2242,sauternes,1,1,0,0,sauternes
396,savoiardi,78,47,30,1,savoiardi
2518,savoiardi morbidi,1,1,0,0,savoiardi
3628,savoiardi morbidi sardi,1,1,0,0,savoiardi
2142,savoiardi vicenzovo,1,1,0,0,savoiardi
2606,sbollentate di asparagi,1,1,0,0,sbollentate di asparagi
4293,sbrinz,3,0,3,0,sbrinz
422,scalogni,85,85,0,0,scalogni
74,scalogno,535,285,240,10,scalogno
1688,scamone di manzo,4,3,1,0,scamone di manzo
1238,scamone di podolica,1,1,0,0,scamone di manzo
2577,scamone di vitello,1,1,0,0,scamone di manzo
58,scamorza,80,17,63,0,scamorza
679,scamorza affumicata,58,25,33,0,scamorza affumicata
976,scamorza bianca,11,11,0,0,scamorza bianca
345,scamorza dolce,1,1,0,0,scamorza
645,scamorza fresca,1,1,0,0,scamorza
1114,scamorze,2,2,0,0,scamorza
2732,scamorzine affumicate,1,1,0,0,scamorzine affumicate
2922,scampetti,2,2,0,0,scampetti
600,scampi,56,28,25,3,scampi
2433,scamponi,1,1,0,0,scamponi
3087,scamponi della sardegna,1,1,0,0,scamponi della sardegna
1042,scarola,40,22,17,1,scarola
4590,scarola riccia,1,0,1,0,scarola
2850,scarole ricce,2,2,0,0,scarole ricce
4767,scatola di pelati,1,0,0,1,scatola di pelati
4297,schiacciate al forno,9,0,9,0,schiacciate al forno
4179,schienale,2,1,0,1,schienale
3079,schienali di vitello,2,2,0,0,schienali di vitello
1217,scialatielli,4,2,2,0,scialatielli
1760,scialatielli al limone,1,1,0,0,scialatielli
1225,sciroppo acero,1,1,0,0,sciroppo alla fragola
4595,sciroppo alla fragola,3,0,3,0,sciroppo alla menta
4896,sciroppo alla frutta,1,0,0,1,sciroppo alla fragola
4303,sciroppo alla menta,6,0,6,0,sciroppo alla menta
3,sciroppo d'acero,20,20,0,0,sciroppo d'acero
2561,sciroppo d'agave,1,1,0,0,sciroppo alla fragola
4250,sciroppo di acero,11,0,11,0,sciroppo di acero
2704,sciroppo di acqua,2,2,0,0,sciroppo alla fragola
61,sciroppo di agave,2,1,1,0,sciroppo alla fragola
4423,sciroppo di amarene,2,0,2,0,sciroppo alla fragola
2885,sciroppo di chinotto,1,1,0,0,sciroppo alla fragola
1944,sciroppo di ciliegie,1,1,0,0,sciroppo alla fragola
4495,sciroppo di fiori di sambuco,1,0,1,0,sciroppo alla fragola
1664,sciroppo di glucosio,12,5,7,0,sciroppo di glucosio
3689,sciroppo di granatina,3,2,1,0,sciroppo di granatina
4172,sciroppo di lampone,1,1,0,0,sciroppo alla fragola
4241,sciroppo di latte di mandorla,2,0,2,0,sciroppo alla fragola
3142,sciroppo di menta,7,7,0,0,sciroppo di menta
1360,sciroppo di mirtillo,1,1,0,0,sciroppo alla fragola
214,sciroppo di riso,1,1,0,0,sciroppo alla fragola
1468,sciroppo di rose,1,1,0,0,sciroppo alla fragola
759,sciroppo di zucchero,6,3,3,0,sciroppo di zucchero
1960,sciroppo di zucchero di canna,1,1,0,0,sciroppo alla fragola
3525,scones,1,1,0,0,scones
3228,scorfani,4,2,0,2,scorfano
2324,scorfano,10,5,4,1,scorfano
4232,scorza d'arancia,169,0,164,5,scorza d'arancia
4779,scorza d'arancia candita,1,0,0,1,scorza d'arancia
4907,scorza di cedro,1,0,0,1,scorza d'arancia
4874,scorza di cedro candita,1,0,0,1,scorza d'arancia
4296,scorza di lime,47,0,47,0,scorza di lime
4229,scorza di limone,519,0,509,10,scorza di limone
4405,scorza di mandarino,3,0,3,0,scorza d'arancia
4567,scorza di pompelmo,1,0,1,0,scorza d'arancia
4914,scorza limone,1,0,0,1,scorza d'arancia
4393,scorze di fave,2,0,2,0,scorzette d'arancia candita
3059,scorzette,1,1,0,0,scorzette d'arancia candita
1334,scorzette arancia,1,1,0,0,scorzette d'arancia candita
3266,scorzette arancia candita,1,1,0,0,scorzette d'arancia candita
4071,scorzette candite miste,1,1,0,0,scorzette d'arancia candita
799,scorzette d'agrumi candite,1,1,0,0,scorzette d'arancia candita
571,scorzette d'arancia candita,4,3,0,1,scorzette d'arancia candita
3192,scorzette di agrumi candite,1,1,0,0,scorzette d'arancia candita
1374,scorzette di arancia candite,3,3,0,0,scorzette d'arancia candita
2867,scorzette di limone candito,1,1,0,0,scorzette d'arancia candita
3348,scorzonera,5,3,0,2,scorzonera
3990,scottona di manzo,1,1,0,0,scottona di manzo
709,scremato,1,1,0,0,scremato
1495,scrucchiata,1,1,0,0,scrucchiata
4219,sedani,1,1,0,0,sedanini rigati
2717,sedani di verona,2,2,0,0,sedani rigati
2122,sedani rigati,4,1,3,0,sedanini rigati
4251,sedanini rigati,8,0,8,0,sedanini rigati
128,sedano,750,393,284,73,sedano
535,sedano bianco,22,20,2,0,sedano bianco
887,sedano di verona,1,1,0,0,sedano
1055,sedano rapa,25,13,8,4,sedano rapa
3514,sedano sardo,1,1,0,0,sedano
332,sedano verde,14,14,0,0,sedano verde
4628,segatura di faggio,1,0,1,0,segatura di faggio
4091,seirass,1,1,0,0,seirass
3073,seitan,7,1,6,0,seitan
2463,seitan al naturale,1,1,0,0,seitan
2555,seitan alla piastra,1,1,0,0,seitan
2200,sel de guerande,2,2,0,0,sel de guerande
4754,sella di coniglio,1,0,1,0,sella di coniglio
1840,seltz,1,1,0,0,seltz
448,semi,3,3,0,0,semi di sesamo
4183,semi d'amaranto,1,1,0,0,semi
3873,semi dei frutti,1,1,0,0,semi
1071,semi di anice,16,8,4,4,semi di anice
1891,semi di cardamomo,2,2,0,0,semi
0,semi di chia,19,14,5,0,semi di chia
1975,semi di coriandolo,11,5,6,0,semi di coriandolo
147,semi di cumino,24,21,3,0,semi di cumino
1512,semi di cumino tostati,1,1,0,0,semi
2484,semi di finocchietto,4,4,0,0,semi di finocchietto
2371,semi di finocchietto selvatico,1,1,0,0,semi
465,semi di finocchio,68,33,25,10,semi di finocchio
3278,semi di finocchio macinati,1,1,0,0,semi
2017,semi di finocchio polverizzati,1,1,0,0,semi
3599,semi di finocchio selvatico,1,1,0,0,semi
1726,semi di girasole,27,16,11,0,semi di girasole
2077,semi di girasole tostati,1,1,0,0,semi
4045,semi di kummel,1,1,0,0,semi
753,semi di lino,19,9,10,0,semi di lino
4018,semi di mostarda,1,1,0,0,semi
503,semi di papavero,88,39,45,4,semi di papavero
1230,semi di senape,7,6,1,0,semi di senape
2536,semi di senape nera,1,1,0,0,semi
328,semi di sesamo,104,49,54,1,semi di sesamo
2193,semi di sesamo bianco,2,2,0,0,semi
1772,semi di sesamo misti,1,1,0,0,semi
1135,semi di sesamo nero,25,3,22,0,semi di sesamo nero
2047,semi di vaniglia,2,2,0,0,semi
598,semi di zucca,32,13,19,0,semi di zucca
2462,semi di zucca tostati,1,1,0,0,semi
265,semi misti,18,15,3,0,semi misti
2359,semi misti tostati,3,3,0,0,semi misti tostati
2081,semi oleosi,2,2,0,0,semi
1000,semi vaniglia,3,3,0,0,vaniglia
3183,semi vari,1,1,0,0,semi
3327,semini,1,1,0,0,semini
468,semola,50,9,30,11,semola
1067,semola di grano,2,2,0,0,semola
566,semola di grano duro,28,28,0,0,semola di grano duro
4244,semola di grano duro rimacinata,58,0,58,0,semola di grano duro rimacinata
1815,semola fine,1,1,0,0,semola
1778,semola rimacinata,3,3,0,0,semola
3818,semola russello,1,1,0,0,semola
1808,semola sottile,1,1,0,0,semola
3958,semolato,1,1,0,0,semolato
429,semolino,52,34,10,8,semolino
3161,semolino di riso,1,1,0,0,semolino
4169,semolino fine,1,1,0,0,semolino
3656,semolino grezzo,2,2,0,0,semolino
492,senape,158,95,58,5,senape
3519,senape al miele,1,1,0,0,senape
565,senape all'antica,2,2,0,0,senape
3025,senape aromatica,2,2,0,0,senape
4203,senape aromatica dolce,1,1,0,0,senape
4600,senape bianca,1,0,1,0,senape
